Student ID,Regular/Lateral,CIA-1,CIA-2,CIA-3,Assignment-1,Assignment-2,Assignment-3,Attendance (%),Internal(50),External(100),Final Marks,Grade
8497,Regular,32,37,38,8,9,8,93,38,52,64,C
8498,Regular,18,46,39,10,8,8,82,42,45,64,C
8499,Regular,38,24,13,8,10,10,77,34,52,60,D
8500,Regular,44,39,7,10,9,8,84,42,43,63,C
8501,Regular,15,8,5,8,10,8,85,17,59,46,F
8502,Regular,40,10,12,8,8,8,88,28,74,65,C
8503,Regular,3,4,29,8,8,9,76,21,86,64,C
8504,Regular,13,25,29,9,9,10,80,30,45,52,D
8505,Regular,8,3,45,10,8,9,89,30,82,71,B
8506,Regular,18,5,9,9,8,9,99,19,62,50,D
8507,Regular,37,41,17,8,9,9,86,39,56,67,C
8508,Regular,42,2,31,10,8,8,100,37,41,57,D
8509,Regular,39,2,16,10,8,9,79,31,67,64,C
8510,Regular,43,6,15,10,9,10,77,32,73,68,C
8511,Lateral,26,4,35,9,9,9,98,33,64,65,C
8512,Regular,29,28,16,8,8,9,75,31,45,53,D
8513,Regular,10,1,16,10,8,10,77,19,42,40,F
8514,Regular,4,26,45,9,10,10,95,38,92,84,A
8515,Regular,33,23,34,10,8,8,95,35,45,57,D
8516,Regular,32,48,31,10,10,8,87,41,44,63,C
8517,Regular,11,26,34,10,8,8,93,32,73,68,C
8518,Regular,32,10,35,9,10,10,92,36,52,62,C
8519,Regular,39,39,33,9,8,8,92,39,55,66,C
8520,Regular,45,16,45,9,10,10,98,45,90,90,A+
8521,Regular,6,5,18,10,9,9,97,18,83,59,D
8522,Regular,32,40,18,10,8,8,80,37,63,68,C
8523,Lateral,23,7,42,8,9,8,99,34,88,78,B
8524,Regular,46,35,46,9,10,8,86,45,93,91,S
8525,Lateral,46,42,45,10,10,8,94,45,82,86,A+
8526,Regular,37,20,48,10,9,8,80,43,41,63,C
8527,Regular,34,37,5,10,10,10,93,38,63,69,C
8528,Regular,43,22,2,9,9,10,76,35,59,64,C
8529,Regular,15,4,45,9,8,9,77,32,63,63,C
8530,Regular,7,29,8,9,10,10,75,24,43,45,F
8531,Lateral,31,23,14,9,9,10,84,30,98,79,B
8532,Regular,30,6,24,9,8,8,81,29,85,71,B
8533,Regular,22,9,15,9,10,9,97,24,90,69,C
8534,Regular,38,15,33,9,10,8,83,37,45,59,D
8535,Regular,18,11,27,10,8,8,98,26,80,66,C
8536,Regular,43,47,28,8,10,9,90,45,62,76,B
8537,Regular,10,15,45,8,9,8,81,32,66,65,C
8538,Regular,2,28,15,8,8,9,92,25,59,54,D
8539,Regular,28,12,37,10,8,8,87,34,48,58,D
8540,Regular,23,16,9,10,8,8,77,24,89,68,C
8541,Regular,9,28,41,8,8,10,90,36,51,61,C
8542,Lateral,25,13,12,9,9,10,98,24,60,54,D
8543,Regular,5,44,24,9,8,10,77,36,60,66,C
8544,Regular,50,49,9,9,8,10,79,48,42,69,C
8545,Regular,19,49,36,8,8,10,94,42,73,78,B
8546,Regular,11,39,42,8,10,8,81,41,96,89,A+
8547,Regular,8,30,22,10,9,8,99,29,58,58,D
8548,Regular,16,16,6,10,10,8,91,22,71,57,D
8549,Regular,25,36,7,8,8,8,97,32,72,68,C
8550,Regular,11,42,31,10,9,10,86,38,75,75,B
8551,Lateral,25,29,37,8,8,8,82,34,87,77,B
8552,Regular,6,1,35,9,10,8,100,25,59,54,D
8553,Regular,42,4,1,10,9,9,82,27,83,68,C
8554,Regular,29,45,9,8,10,9,93,38,61,68,C
8555,Regular,29,15,12,8,8,9,84,25,51,50,D
8556,Regular,47,48,3,10,10,10,87,48,46,71,B
8557,Regular,20,47,40,9,8,10,95,43,85,85,A
8558,Regular,40,41,3,9,8,10,75,41,40,61,C
8559,Regular,35,16,31,9,8,8,91,34,89,78,B
8560,Regular,41,24,11,9,10,10,93,35,84,77,B
8561,Regular,6,15,27,9,10,10,96,26,61,56,D
8562,Regular,8,41,45,10,8,9,97,43,42,64,C
8563,Regular,8,21,40,8,8,8,97,32,41,52,D
8564,Regular,37,12,33,10,9,8,96,37,49,61,C
8565,Regular,12,28,43,8,8,9,91,36,67,69,C
8566,Regular,42,15,46,10,9,9,83,44,72,80,B
8567,Lateral,9,43,22,8,9,8,94,34,89,78,B
8568,Regular,25,37,17,10,10,9,97,34,79,73,B
8569,Regular,2,37,3,8,9,8,82,24,99,73,B
8570,Regular,21,28,6,10,10,10,87,29,89,73,B
8571,Regular,47,3,20,8,10,8,86,35,82,76,B
8572,Regular,26,27,19,9,10,8,96,30,81,70,C
8573,Regular,50,7,27,10,10,10,89,40,60,70,C
8574,Lateral,40,7,39,9,10,10,87,41,81,81,A
8575,Regular,27,27,19,10,8,10,95,30,97,78,B
8576,Regular,13,24,43,10,8,10,79,36,56,64,C
8577,Lateral,19,5,7,10,10,8,90,19,48,43,F
8578,Regular,28,15,5,8,10,10,90,26,97,74,B
8579,Regular,23,20,38,8,10,10,96,33,65,65,C
8580,Regular,13,33,11,9,9,10,83,27,98,76,B
8581,Regular,1,3,7,10,10,8,82,13,80,53,D
8582,Regular,45,28,28,8,9,9,80,37,80,77,B
8583,Regular,34,46,36,10,9,8,92,41,99,90,A+
8584,Regular,40,21,12,10,9,8,90,33,52,59,D
8585,Regular,50,31,37,8,8,9,84,43,97,91,S
8586,Regular,44,11,42,8,9,9,84,43,75,80,B
8587,Regular,49,47,21,10,9,9,98,47,67,80,B
8588,Regular,36,2,1,9,10,8,83,24,91,69,C
8589,Regular,43,45,15,9,10,8,86,44,77,82,A
8590,Regular,50,1,10,9,8,8,84,32,40,52,D
8591,Regular,39,7,47,9,10,9,96,43,79,82,A
8592,Regular,47,41,43,9,10,10,99,45,65,77,B
8593,Regular,16,5,15,10,8,9,86,21,68,55,D
8594,Regular,31,32,15,8,10,9,94,34,88,78,B
8595,Regular,33,22,2,8,8,8,77,30,98,79,B
8596,Regular,3,15,16,8,8,8,75,20,78,59,D
8597,Lateral,28,25,2,10,10,10,83,31,96,79,B
8598,Regular,43,7,46,8,8,9,97,43,64,75,B
8599,Regular,28,24,19,10,9,8,84,29,51,54,D
8600,Regular,30,48,25,9,9,10,94,40,52,66,C
8601,Regular,46,15,39,10,8,9,96,43,50,68,C
8602,Regular,8,20,45,9,8,10,97,35,59,64,C
8603,Lateral,31,27,37,9,8,9,84,35,90,80,B
8604,Lateral,10,9,21,10,9,8,83,21,67,54,D
8605,Regular,34,10,8,10,8,10,90,26,63,57,D
8606,Regular,24,23,43,8,10,8,90,35,87,78,B
8607,Regular,22,21,18,10,8,8,75,25,54,52,D
8608,Regular,21,2,34,8,10,10,76,31,98,80,B
8609,Regular,38,3,8,9,10,9,99,27,92,73,B
8610,Regular,31,43,6,8,9,8,100,37,68,71,B
8611,Regular,18,38,38,8,9,10,80,39,77,77,B
8612,Regular,12,34,27,8,9,10,99,33,79,72,B
8613,Regular,36,9,15,8,10,8,77,29,75,66,C
8614,Regular,48,27,18,8,8,8,79,38,51,63,C
8615,Regular,44,4,15,10,9,8,89,32,48,56,D
8616,Regular,5,40,16,9,8,9,98,31,45,53,D
8617,Regular,35,26,22,10,8,9,99,33,84,75,B
8618,Regular,36,49,32,9,10,8,89,43,46,66,C
8619,Regular,22,6,9,10,8,10,84,21,49,45,F
8620,Regular,5,17,15,8,9,9,86,21,45,43,F
8621,Regular,35,11,14,8,8,8,84,27,42,48,F
8622,Regular,25,6,22,8,8,10,81,27,59,56,D
8623,Regular,32,37,16,10,9,8,82,36,98,85,A
8624,Regular,5,49,20,10,10,9,82,37,64,69,C
8625,Regular,22,50,44,9,10,10,89,47,78,86,A+
8626,Lateral,34,36,44,9,10,8,98,41,71,76,B
8627,Regular,28,24,21,9,8,10,100,29,57,57,D
8628,Regular,14,11,21,8,8,9,75,22,82,63,C
8629,Regular,21,37,8,9,9,8,85,31,73,67,C
8630,Regular,4,4,7,10,9,10,86,14,91,59,D
8631,Regular,17,1,30,10,8,8,94,27,100,77,B
8632,Regular,25,7,6,8,8,8,93,20,85,62,C
8633,Regular,11,5,18,10,8,9,85,20,81,60,D
8634,Regular,30,29,45,10,9,8,78,39,51,64,C
8635,Regular,49,4,19,9,10,9,98,36,90,81,A
8636,Regular,1,24,5,10,8,9,91,20,68,54,D
8637,Regular,38,10,16,10,10,10,78,31,99,80,B
8638,Regular,5,39,21,8,9,10,97,33,80,73,B
8639,Regular,49,32,4,10,10,10,91,42,44,64,C
8640,Regular,14,30,18,9,9,10,97,28,75,65,C
8641,Regular,27,48,17,10,10,10,98,40,96,88,A+
8642,Lateral,32,38,25,8,10,9,92,37,68,71,B
8643,Regular,16,28,28,8,10,10,83,31,43,52,D
8644,Regular,26,3,10,8,9,10,99,23,52,49,F
8645,Regular,34,29,2,9,10,9,96,34,57,62,C
8646,Regular,48,42,40,8,8,8,79,44,48,68,C
8647,Regular,17,37,25,8,9,8,98,33,78,72,B
8648,Regular,15,37,1,9,8,9,90,29,75,66,C
8649,Regular,18,48,47,9,9,9,87,47,84,89,A+
8650,Regular,30,30,13,8,9,10,100,33,80,73,B
8651,Regular,17,1,17,8,9,10,90,22,91,67,C
8652,Regular,10,11,22,10,9,8,97,22,88,66,C
8653,Regular,22,12,4,8,9,8,93,21,98,70,C
8654,Regular,28,43,30,9,9,8,89,37,55,64,C
8655,Regular,37,31,43,8,10,10,96,41,99,90,A+
8656,Lateral,35,38,12,9,8,10,84,38,66,71,B
8657,Regular,25,26,28,9,10,10,81,31,98,80,B
8658,Regular,42,39,35,9,10,9,96,41,65,73,B
8659,Regular,30,23,29,8,8,8,83,31,85,73,B
8660,Regular,22,24,48,9,8,8,86,37,51,62,C
8661,Regular,14,46,4,10,10,10,88,34,92,80,B
8662,Regular,19,7,5,9,8,8,89,18,72,54,D
8663,Regular,33,2,45,9,8,8,95,39,42,60,D
8664,Regular,47,19,30,8,9,10,92,39,45,61,C
8665,Lateral,21,15,48,10,8,9,93,36,44,58,D
8666,Regular,47,36,32,10,10,8,85,42,85,84,A
8667,Regular,24,30,7,10,10,8,99,30,51,55,D
8668,Regular,42,2,11,10,9,9,89,30,94,77,B
8669,Regular,45,45,5,8,8,10,79,44,99,93,S
8670,Regular,42,12,20,10,8,9,78,33,40,53,D
8671,Regular,33,29,43,10,8,10,98,39,83,80,B
8672,Lateral,45,43,10,9,8,8,81,43,79,82,A
8673,Regular,48,12,18,8,8,8,83,34,82,75,B
8674,Lateral,27,15,32,8,8,10,81,32,58,61,C
8675,Regular,40,47,44,8,10,8,95,45,94,92,S
8676,Regular,7,42,15,9,10,8,84,31,70,66,C
8677,Regular,29,4,44,8,10,9,87,38,44,60,D
8678,Regular,28,45,2,9,9,10,88,38,56,66,C
8679,Regular,33,28,38,9,10,9,96,37,85,79,B
8680,Regular,25,37,40,10,10,10,86,40,89,84,A
8681,Regular,22,8,28,9,8,9,100,28,100,78,B
8682,Regular,28,20,34,8,8,10,98,33,95,80,B
8683,Regular,18,33,42,9,8,8,89,38,93,84,A
8684,Regular,42,49,7,9,9,10,82,45,46,68,C
8685,Regular,25,22,18,8,9,9,90,27,56,55,D
8686,Regular,14,10,9,9,8,10,87,18,77,56,D
8687,Regular,41,38,4,10,9,9,96,40,94,87,A+
8688,Regular,19,47,45,8,9,10,84,45,60,75,B
8689,Regular,12,15,33,8,9,10,100,28,80,68,C
8690,Regular,25,2,40,9,8,9,96,34,88,78,B
8691,Regular,42,17,43,10,8,10,87,43,83,84,A
8692,Regular,33,36,21,9,8,10,92,36,63,67,C
8693,Regular,40,9,16,8,10,8,79,31,92,77,B
8694,Regular,12,14,2,8,8,10,76,19,79,58,D
8695,Regular,48,24,44,9,8,9,94,45,54,72,B
8696,Regular,2,7,1,8,8,10,100,12,90,57,D
8697,Regular,30,14,42,9,10,9,91,38,76,76,B
8698,Regular,31,24,29,9,10,10,92,33,87,76,B
8699,Regular,7,14,25,9,9,8,80,24,41,44,F
8700,Regular,8,27,16,8,8,10,100,25,71,60,D
8701,Regular,50,27,38,8,10,8,100,43,59,72,B
8702,Lateral,38,41,36,9,10,10,89,41,74,78,B
8703,Regular,40,39,32,9,9,8,96,40,93,86,A+
8704,Lateral,21,25,23,10,10,8,82,28,47,51,D
8705,Regular,23,1,27,9,10,8,89,29,64,61,C
8706,Regular,38,13,40,10,9,8,82,40,64,72,B
8707,Regular,2,22,37,9,9,8,93,32,44,54,D
8708,Lateral,4,32,1,9,10,8,90,23,73,59,D
8709,Regular,36,18,26,8,9,10,78,33,52,59,D
8710,Regular,32,14,25,8,8,10,80,31,93,77,B
8711,Regular,16,9,38,8,10,9,100,30,68,64,C
8712,Regular,14,16,11,9,10,10,83,21,71,56,D
8713,Regular,16,34,21,9,9,8,95,30,62,61,C
8714,Regular,26,48,5,10,10,8,97,38,75,75,B
8715,Lateral,43,33,5,8,9,10,94,39,87,82,A
8716,Regular,10,50,28,9,10,8,76,40,75,77,B
8717,Regular,19,38,24,10,10,9,89,34,40,54,D
8718,Lateral,19,45,31,9,9,10,95,39,97,87,A+
8719,Regular,41,26,14,10,8,10,77,36,43,57,D
8720,Regular,4,22,39,10,10,8,97,33,78,72,B
8721,Regular,21,50,12,10,10,10,86,38,97,86,A+
8722,Regular,44,8,5,8,9,9,98,29,65,61,C
8723,Regular,5,19,30,9,9,9,93,28,69,62,C
8724,Regular,21,38,49,10,10,9,98,44,61,74,B
8725,Regular,19,6,34,10,10,8,95,30,73,66,C
8726,Regular,3,37,6,9,8,9,94,25,59,54,D
8727,Regular,36,37,45,8,9,9,98,41,58,70,C
8728,Regular,10,35,31,9,8,9,80,35,75,72,B
8729,Regular,23,28,4,8,8,8,90,28,85,70,C
8730,Regular,16,29,2,9,9,8,81,26,98,75,B
8731,Regular,6,35,22,9,8,10,91,31,64,63,C
8732,Regular,28,3,35,9,10,10,98,34,91,79,B
8733,Regular,33,46,20,8,8,10,83,40,50,65,C
8734,Regular,6,6,24,8,10,8,100,20,58,49,F
8735,Regular,39,41,49,9,8,9,95,44,46,67,C
8736,Regular,50,16,9,10,9,10,91,36,49,60,D
8737,Regular,38,1,2,8,9,9,76,24,65,56,D
8738,Regular,31,29,39,9,8,9,75,36,41,56,D
8739,Regular,47,20,44,10,10,10,94,46,73,82,A
8740,Regular,3,2,5,9,10,9,76,12,85,54,D
8741,Regular,13,11,37,9,8,8,78,28,60,58,D
8742,Regular,25,22,29,9,9,8,85,30,83,71,B
8743,Regular,37,46,33,9,8,9,92,41,40,61,C
8744,Regular,49,22,27,8,8,8,97,38,97,86,A+
8745,Lateral,22,23,42,8,8,8,86,34,80,74,B
8746,Regular,12,6,34,10,8,8,83,27,58,56,D
8747,Regular,10,45,17,10,10,10,81,34,98,83,A
8748,Regular,26,36,23,8,10,9,83,33,54,60,D
8749,Regular,17,10,31,9,9,10,99,28,87,71,B
8750,Regular,8,22,13,10,8,10,90,23,48,47,F
8751,Regular,16,16,44,8,10,8,99,32,49,56,D
8752,Regular,45,16,37,9,8,9,100,41,99,90,A+
8753,Regular,35,24,33,10,10,9,75,36,42,57,D
8754,Regular,42,32,38,8,10,10,96,41,77,79,B
8755,Lateral,24,40,15,9,10,9,78,34,56,62,C
8756,Regular,15,48,28,10,8,9,97,39,44,61,C
8757,Regular,10,1,17,10,10,8,86,20,85,62,C
8758,Lateral,2,50,45,8,9,10,87,47,85,89,A+
8759,Regular,20,40,32,10,8,8,78,37,72,73,B
8760,Regular,29,10,17,9,10,10,94,28,44,50,D
8761,Regular,47,38,46,8,8,9,92,45,52,71,B
8762,Regular,12,32,8,10,10,10,85,27,61,57,D
8763,Regular,25,48,5,10,10,8,86,38,98,87,A+
8764,Regular,32,44,6,8,10,10,88,39,51,64,C
8765,Regular,36,39,4,9,10,10,92,39,63,70,C
8766,Regular,27,48,30,8,9,9,82,39,99,88,A+
8767,Regular,22,3,49,10,9,8,100,37,50,62,C
8768,Regular,50,30,33,9,9,8,84,41,73,77,B
8769,Regular,26,8,10,9,9,8,81,23,74,60,D
8770,Lateral,38,43,38,8,8,9,93,40,82,81,A
8771,Regular,10,46,39,9,8,9,76,42,45,64,C
8772,Regular,43,2,46,10,9,8,80,44,92,90,A+
8773,Regular,21,23,23,9,8,9,81,27,98,76,B
8774,Regular,10,9,36,10,8,9,98,27,48,51,D
8775,Regular,28,3,17,9,9,10,82,27,83,68,C
8776,Regular,33,4,21,10,8,10,91,30,41,50,D
8777,Lateral,49,36,41,9,9,10,82,45,94,92,S
8778,Regular,50,44,3,10,8,8,88,46,96,94,S
8779,Lateral,24,4,50,8,10,9,99,38,86,81,A
8780,Regular,50,9,33,10,8,10,85,42,96,90,A+
8781,Regular,25,20,46,9,8,8,81,36,61,66,C
8782,Regular,26,1,13,8,8,10,85,24,60,54,D
8783,Regular,20,31,43,9,10,8,83,38,80,78,B
8784,Lateral,46,17,15,8,8,10,96,33,97,81,A
8785,Regular,27,16,29,8,8,10,95,31,92,77,B
8786,Regular,23,50,15,8,9,10,94,38,43,59,D
8787,Regular,50,19,14,9,8,10,95,36,41,56,D
8788,Regular,10,25,21,10,8,10,87,27,79,66,C
8789,Regular,1,42,16,8,8,9,93,31,83,72,B
8790,Lateral,9,9,21,9,10,9,94,21,50,46,F
8791,Regular,41,33,32,9,8,8,82,37,97,85,A
8792,Regular,37,11,31,8,10,9,79,36,65,68,C
8793,Regular,25,35,22,8,9,9,81,32,65,64,C
8794,Regular,34,31,34,10,9,9,83,36,80,76,B
8795,Regular,45,17,19,9,8,10,89,34,56,62,C
8796,Regular,41,21,49,9,10,8,100,45,90,90,A+
8797,Regular,47,34,20,9,9,10,75,41,73,77,B
8798,Regular,5,47,4,9,10,10,97,30,99,79,B
8799,Regular,32,14,28,9,10,10,95,33,95,80,B
8800,Regular,17,33,44,8,9,8,76,39,47,62,C
8801,Regular,29,2,16,10,8,10,87,27,87,70,C
8802,Regular,11,11,28,8,10,9,97,24,81,64,C
8803,Regular,49,23,30,9,8,10,81,40,73,76,B
8804,Regular,37,35,42,10,8,8,81,40,82,81,A
8805,Regular,41,6,40,10,8,10,94,41,96,89,A+
8806,Regular,17,43,19,8,8,8,85,32,96,80,B
8807,Lateral,20,26,30,8,9,9,87,31,44,53,D
8808,Regular,4,30,27,8,10,10,100,32,79,71,B
8809,Regular,22,2,37,9,9,10,93,32,86,75,B
8810,Regular,36,18,47,8,9,8,77,41,61,71,B
8811,Regular,6,25,11,10,8,10,96,23,47,46,F
8812,Regular,6,13,25,10,8,9,93,24,52,50,D
8813,Regular,41,6,10,9,9,8,99,29,74,66,C
8814,Regular,3,17,10,9,8,8,91,19,60,49,F
8815,Regular,20,13,29,9,9,9,77,28,60,58,D
8816,Regular,50,44,22,9,10,8,83,46,88,90,A+
8817,Regular,10,36,28,9,8,9,94,34,41,54,D
8818,Regular,11,2,33,10,8,9,96,26,95,73,B
8819,Regular,2,42,36,8,8,9,81,39,46,62,C
8820,Regular,50,15,16,8,9,10,83,35,59,64,C
8821,Regular,18,23,20,8,10,8,82,25,54,52,D
8822,Regular,45,13,7,9,9,10,84,32,68,66,C
8823,Regular,33,5,1,8,10,8,76,23,65,55,D
8824,Regular,24,3,24,9,10,8,92,28,75,65,C
8825,Regular,49,7,27,8,10,8,93,39,70,74,B
8826,Regular,11,19,17,10,10,8,78,23,78,62,C
8827,Regular,23,28,4,9,9,9,95,29,94,76,B
8828,Regular,33,22,19,8,9,8,82,30,90,75,B
8829,Regular,22,16,24,9,9,10,86,27,72,63,C
8830,Regular,32,21,6,8,9,8,89,29,79,68,C
8831,Regular,3,40,46,8,9,10,75,43,87,86,A+
8832,Regular,49,17,11,9,8,8,77,34,66,67,C
8833,Regular,20,22,23,10,9,9,81,27,53,53,D
8834,Regular,18,45,28,8,10,10,85,38,86,81,A
8835,Regular,13,16,47,9,10,8,88,34,95,81,A
8836,Regular,22,1,10,10,9,9,85,22,61,52,D
8837,Regular,32,29,9,9,10,9,77,33,53,59,D
8838,Regular,13,22,38,8,9,8,76,32,89,76,B
8839,Regular,3,1,14,9,9,9,91,15,89,59,D
8840,Regular,11,37,8,10,8,8,92,27,77,65,C
8841,Regular,15,6,25,9,10,8,100,25,82,66,C
8842,Regular,8,2,32,9,8,8,90,24,73,60,D
8843,Regular,42,26,4,10,9,9,86,36,87,79,B
8844,Regular,6,28,8,9,9,8,88,23,93,69,C
8845,Regular,22,27,49,8,10,10,75,39,91,84,A
8846,Regular,6,42,46,8,8,10,87,43,72,79,B
8847,Regular,2,4,17,10,10,9,99,18,42,39,F
8848,Regular,7,19,19,10,9,8,75,24,88,68,C
8849,Regular,1,43,32,9,8,9,87,38,41,58,D
8850,Regular,29,2,32,10,8,8,84,33,90,78,B
8851,Lateral,49,43,45,10,9,9,87,46,67,79,B
8852,Regular,47,7,32,10,8,8,89,40,79,79,B
8853,Regular,8,14,30,9,8,8,97,25,97,73,B
8854,Regular,43,37,43,8,9,8,91,42,44,64,C
8855,Regular,15,23,41,9,9,9,87,34,88,78,B
8856,Lateral,10,24,11,8,10,10,100,23,100,73,B
8857,Regular,34,35,31,9,8,9,93,36,55,63,C
8858,Regular,38,11,30,8,10,10,98,36,64,68,C
8859,Regular,39,45,4,10,8,9,96,42,79,81,A
8860,Regular,2,33,33,9,8,8,77,34,48,58,D
8861,Regular,17,14,47,8,10,10,94,34,96,82,A
8862,Regular,35,7,45,8,8,10,79,40,55,67,C
8863,Regular,21,9,50,8,8,9,78,36,80,76,B
8864,Regular,26,39,16,10,10,10,87,36,45,58,D
8865,Regular,6,12,43,8,10,10,80,31,73,67,C
8866,Regular,48,23,27,10,8,8,79,38,57,66,C
8867,Regular,13,1,3,9,9,9,91,15,59,44,F
8868,Regular,32,43,29,10,8,9,82,39,78,78,B
8869,Regular,37,25,21,9,8,10,83,33,76,71,B
8870,Regular,23,48,28,10,8,9,87,39,96,87,A+
8871,Regular,41,45,11,10,8,10,92,43,88,87,A+
8872,Regular,34,39,23,10,8,9,77,38,95,85,A
8873,Regular,40,32,33,8,10,8,85,37,85,79,B
8874,Regular,25,37,26,9,9,10,89,34,55,61,C
8875,Regular,11,7,31,10,10,10,94,26,84,68,C
8876,Regular,37,13,33,9,9,10,89,37,68,71,B
8877,Regular,38,45,17,10,8,10,79,42,63,73,B
8878,Regular,29,21,31,8,10,8,97,32,43,53,D
8879,Regular,31,26,44,10,10,8,88,39,51,64,C
8880,Regular,36,8,17,9,8,9,78,29,47,52,D
8881,Regular,45,27,27,8,10,10,76,38,91,83,A
8882,Regular,36,33,11,8,8,10,92,36,90,81,A
8883,Regular,42,27,20,9,9,9,95,36,68,70,C
8884,Lateral,3,10,28,9,10,9,78,24,44,46,F
8885,Regular,48,6,10,8,9,10,91,32,83,73,B
8886,Regular,33,49,28,8,8,9,95,41,83,82,A
8887,Regular,43,24,25,8,10,8,98,35,63,66,C
8888,Lateral,6,23,43,10,10,8,82,35,61,65,C
8889,Regular,1,30,12,10,10,9,100,26,70,61,C
8890,Regular,44,15,30,10,8,8,94,38,77,76,B
8891,Regular,7,3,50,10,10,10,90,32,60,62,C
8892,Regular,28,28,48,10,8,9,75,39,91,84,A
8893,Regular,8,12,46,10,9,8,85,32,69,66,C
8894,Lateral,3,42,10,9,10,10,98,30,55,57,D
8895,Regular,26,28,17,10,8,8,85,30,83,71,B
8896,Regular,2,15,7,8,9,9,92,17,77,55,D
8897,Regular,41,27,47,10,10,9,87,44,47,67,C
8898,Regular,10,37,7,8,10,10,99,28,100,78,B
8899,Regular,6,12,17,8,8,10,100,20,55,47,F
8900,Regular,15,49,30,10,8,10,89,40,50,65,C
8901,Regular,31,30,41,10,10,10,83,38,82,79,B
8902,Regular,20,50,2,10,8,9,92,37,66,70,C
8903,Regular,9,42,50,10,8,10,85,46,91,91,S
8904,Regular,39,25,30,8,9,8,100,35,45,57,D
8905,Regular,2,49,16,9,8,9,94,34,76,72,B
8906,Lateral,20,31,29,8,8,8,100,32,67,65,C
8907,Regular,8,43,15,8,9,9,98,31,94,78,B
8908,Lateral,5,31,35,9,8,10,86,35,88,79,B
8909,Regular,27,5,33,9,9,8,81,32,98,81,A
8910,Regular,11,45,26,8,9,10,83,37,85,79,B
8911,Regular,1,16,44,8,8,9,77,32,50,57,D
8912,Regular,24,14,45,9,10,10,78,37,81,77,B
8913,Regular,23,5,22,8,8,8,79,26,60,56,D
8914,Regular,25,42,15,9,9,10,82,36,65,68,C
8915,Regular,43,30,41,10,9,9,94,42,60,72,B
8916,Regular,41,22,18,9,8,8,91,33,70,68,C
8917,Regular,47,16,4,9,9,8,84,33,41,53,D
8918,Regular,1,48,29,8,9,10,92,39,87,82,A
8919,Regular,11,2,25,10,9,8,99,23,51,48,F
8920,Regular,21,30,6,8,9,9,80,29,55,56,D
8921,Regular,8,7,27,9,8,10,86,23,85,65,C
8922,Lateral,46,5,1,8,8,9,99,28,73,64,C
8923,Lateral,10,33,31,10,9,10,86,35,73,71,B
8924,Regular,21,13,6,10,9,9,79,22,87,65,C
8925,Regular,38,4,46,8,10,10,84,42,78,81,A
8926,Regular,7,33,9,8,10,8,88,25,69,59,D
8927,Regular,30,40,2,8,8,10,88,36,89,80,B
8928,Regular,33,26,18,8,8,9,82,31,47,54,D
8929,Regular,32,48,37,9,8,9,77,42,74,79,B
8930,Regular,26,43,5,9,10,9,92,36,89,80,B
8931,Regular,38,45,41,9,8,10,87,43,53,69,C
8932,Regular,10,14,49,8,10,10,87,34,43,55,D
8933,Regular,12,48,44,10,8,8,85,45,67,78,B
8934,Regular,48,1,4,10,10,9,90,30,69,64,C
8935,Regular,46,21,1,8,10,10,75,36,80,76,B
8936,Regular,32,13,6,8,9,8,82,26,70,61,C
8937,Regular,25,30,42,9,8,9,78,37,59,66,C
8938,Regular,30,20,3,9,10,9,88,29,95,76,B
8939,Regular,1,49,11,10,8,8,95,32,41,52,D
8940,Regular,32,21,45,8,8,10,95,39,87,82,A
8941,Regular,36,9,14,10,9,8,82,29,60,59,D
8942,Regular,47,25,32,9,8,9,80,40,83,81,A
8943,Regular,45,8,47,9,9,9,79,45,75,82,A
8944,Regular,39,27,31,8,9,9,82,36,78,75,B
8945,Regular,35,31,38,10,8,8,99,37,94,84,A
8946,Regular,30,50,10,9,9,10,87,41,79,80,B
8947,Regular,19,39,30,10,9,10,91,37,52,63,C
8948,Regular,5,3,25,9,8,8,90,20,64,52,D
8949,Regular,20,4,30,10,8,10,80,29,47,52,D
8950,Regular,46,16,29,8,10,9,94,39,59,68,C
8951,Regular,16,5,22,8,10,10,93,24,45,46,F
8952,Regular,6,20,38,10,8,9,91,32,85,74,B
8953,Lateral,17,29,27,10,9,8,97,31,72,67,C
8954,Regular,21,20,43,8,8,10,80,34,58,63,C
8955,Regular,13,1,33,10,10,9,99,28,51,53,D
8956,Regular,44,17,18,9,8,9,87,33,72,69,C
8957,Lateral,26,6,39,8,9,9,93,34,41,54,D
8958,Lateral,41,4,47,9,8,10,89,44,51,69,C
8959,Regular,7,46,12,8,9,8,89,31,68,65,C
8960,Lateral,14,15,15,10,10,9,84,21,68,55,D
8961,Regular,14,11,4,10,9,8,79,19,69,53,D
8962,Regular,18,28,1,10,10,9,91,28,86,71,B
8963,Regular,26,12,21,10,8,9,93,27,57,55,D
8964,Regular,20,19,19,8,8,10,79,24,98,73,B
8965,Regular,47,28,30,9,10,8,95,39,88,83,A
8966,Regular,50,1,25,9,10,10,85,39,54,66,C
8967,Regular,39,30,16,8,8,8,77,35,74,72,B
8968,Regular,38,44,3,8,8,8,78,40,87,83,A
8969,Regular,36,34,3,9,9,8,100,36,42,57,D
8970,Regular,40,25,4,8,10,8,93,34,85,76,B
8971,Lateral,33,25,39,9,9,10,99,38,67,71,B
8972,Regular,44,38,6,9,9,9,96,41,97,89,A+
8973,Regular,3,33,2,10,8,10,94,23,86,66,C
